SITE,SITE CODE,SITENUM,TREATMENT,CORNER,ORGANIC,MINERAL,ROCK,CWD,LITTER,LICHEN_SUM,SEEDLVASC_SUM,MOSS_SUM,FORB_SUM,DECID_TREE_SUM,DECID_SHRUB_SUM,DECID_TOTAL,GRAM_SUM,EVERGREEN_SHRUB,CONIFER_SUM,,Achilla,ALCR,ALVI,ALNUS,AUPA,AUTU,ARAL,BENE,BRAR,BRPL,BRPS,BRYUM,CECU,CENI,CEPE,CEPU,CERATODON,CHAN,CHCA,CLBE,CLBO,CLCE,CLDE,CLCH,CLGR,CLNI,CLRA,CLSQ,CLADONIA,COCA,DIAC,DIPO,DISC,DICRANIUM,ERVA,EQAR,EQSC,EQSY,EQUISETUM,HYSP,LEDE,LEGR,LEPU,LEDUM,LIPE,LUAR,LYAN,MAPO,MALA,MARCHANTIA,MEPA,MUMU,NEES,NEPE,NERE,NEPHROMA,OECU,OXOX,PEAP,PEFR,PENE,PENI,PETASITES,PELITIGERA,PIGL,PIME,PINUS,PLSC,POAA,POAR,POCO,POCU,POJO,POJU,POPA,POPI,POPR,POA,POSC,POST,POTR,POLYTRICHIUM,PTCR,PYSC,RHRU,ROAC,RUAR,RUBUS,RUCH,SAGL,SAPU,SA_4,SA_5,SA_6,SA_7,SA_8,SALIX,SPAN,SPBE,TIAU,VAAL,VACA,VAOV,VAUL,VAVI,VACCINIUM,UNK_MOSS,UNK_LICHEN,UNK_GRAM,UNK BACK,UNK MICRO,UNK FORB,UNK_CLADONIA,UNK_RUBUS
DALTON,57_2,57,2,SE,80,60,0,10,80,10,2,67,1,21,0,21,3,0,1,,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,5,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALTON,47_2,47,2,SE,100,0,0,20,20,6,1,207,11,10,0,10,15,10,1,,0,5,0,5,0,0,0,0,5,0,0,5,5,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,1,0,1,1,0,0,10,0,0,0,20,0,30,0,10,0,10,0,60,0,0,0,3,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
DALTON,47_2,47,2,NE,100,0,0,20,0,0,2,40,1,4,0,4,5,0,0,,0,2,1,3,0,0,0,1,5,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,1,0,5,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALTON,47_2,47,2,NW,100,0,0,5,40,0,2,49,3,11,0,11,1,1,0,,0,10,0,10,0,0,0,1,10,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DALTON,47_2,47,2,SW,,,,,25,2,6,177,2,5,0,5,75,0,2,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,75,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
DALTON,37_3,37,3,NW,65,35,0,5,30,10,1,278,1,2,0,2,10,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,35,35,1,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,40,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0
DALTON,37_3,37,3,SW,40,0,0,20,0,10,5,167,7,0,0,0,50,0,0,,0,0,0,0,0,0,0,0,0,0,10,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,2,0,0
DALTON,37_3,37,3,SE,40,60,0,25,0,13,3,156,3,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,30,0,0,30,3,7,0,15,15,1,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DALTON,37_3,37,3,NE,40,60,0,0,0,14,1,74,1,2,0,2,0,1,0,,0,1,0,1,0,0,0,1,0,0,0,0,10,0,0,20,20,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
DALTON,15_3,15,3,NW,60,40,0,5,80,6,2,186,4,7,0,7,10,48,0,,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,10,0,25,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,5,3,8,0,0,10,0,0,0,0,0
DALTON,15_3,15,3,SW,100,0,0,10,0,60,15,448,0,25,0,25,0,34,0,,0,25,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,50,5,0,0,0,55,0,0,0,0,0,0,0,15,0,15,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,60,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,20,3,24,0,0,0,0,0,0,0,0
DALTON,15_3,15,3,NW,100,0,0,0,100,0,3,57,0,15,0,15,0,15,0,,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0
DALTON,15_3,15,3,NE,100,0,0,0,50,0,0,180,1,5,0,5,10,55,0,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,15,0,0,10,0,0,0,0,0
DALTON,55_3,55,3,SW,65,35,0,5,50,20,0,324,3,5,0,5,2,25,0,,0,3,0,3,0,0,0,2,5,0,0,5,0,5,0,50,50,2,0,0,0,0,5,10,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,2,30,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0
DALTON,55_3,55,3,SE,25,75,0,10,45,1,2,149,3,20,0,20,10,0,0,,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,0,0,20,0,5,0,5,0,30,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
DALTON,55_3,55,3,NE,50,50,0,20,60,14,1,133,1,10,0,10,10,0,0,,0,0,0,0,0,0,0,0,5,0,0,5,10,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,10,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
DALTON,55_3,55,3,NW,60,40,0,8,0,10,1,279,2,5,0,5,3,1,0,,0,0,0,0,0,0,0,5,40,0,0,40,5,5,0,60,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,15,0,10,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALTON,54_3,54,3,NE,0,100,0,10,0,3,0,324,0,1,0,1,50,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,50,0,50,0,50,0,110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DALTON,54_3,54,3,SE,0,100,0,20,50,1,0,158,0,3,0,3,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,40,0,65,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,0
DALTON,54_3,54,3,SW,30,70,0,10,0,2,1,106,1,1,0,1,3,0,0,,0,0,0,0,0,0,0,1,30,0,0,30,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,3,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
DALTON,54_3,54,3,NW,100,0,0,5,0,1,0,318,0,0,0,0,85,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,30,0,10,0,85,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DALTON,14_3,14,3,NE,100,0,0,3,30,19,1,140,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,10,10,1,0,0,5,5,1,0,1,0,0,5,2,5,5,0,0,18,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALTON,14_3,14,3,NW,100,0,0,10,60,11,2,103,0,3,0,3,3,0,0,,0,0,0,0,0,0,0,3,0,0,2,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
DALTON,14_3,14,3,SW,100,0,0,0,70,8,5,245,4,6,0,6,5,0,0,,1,5,0,5,0,0,0,1,0,0,20,20,0,0,0,0,0,1,0,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,30,0,0,15,0,0,0,0,0,40,0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
DALTON,14_3,14,3,SE,100,0,0,5,15,25,4,111,3,3,0,3,5,1,0,,0,1,0,1,0,0,0,2,0,0,0,0,0,15,0,5,5,0,0,1,0,0,8,1,0,0,0,0,10,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,10,0,0,0,10,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
DALTON,7_3,7,3,SW,30,50,0,10,0,8,1,221,1,2,1,3,10,0,0,,0,0,0,0,0,0,0,1,0,0,10,10,3,0,0,15,15,1,0,0,0,0,1,1,3,0,0,0,5,0,0,5,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,50,0,60,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DALTON,7_3,7,3,NW,100,0,0,50,0,23,0,162,12,1,0,1,2,1,1,,0,1,0,1,0,0,0,0,0,0,5,5,10,0,0,0,0,1,0,0,0,0,10,0,3,0,0,0,13,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,20,0,1,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
DALTON,7_3,7,3,NE,40,30,0,39,0,25,5,226,2,1,0,1,90,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,1,0,5,0,0,0,3,1,0,0,0,9,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,0,0,0,60,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0
DALTON,7_3,7,3,SE,50,50,0,10,0,8,5,99,12,5,0,5,5,5,0,,0,1,0,1,0,0,0,3,0,0,5,5,3,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,5,0,0,5,0,5,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
DALTON,12_1_TLS,12,1,SE,60,40,0,15,60,0,10,217,2,18,1,19,51,10,1,,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,50,0,0,0,10,0,0,0,50,0,10,0,20,0,0,0,0,0,1,1,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,10,10,0,0,1,0,0,0,0,0
