SITE,SITE CODE,SITENUM,TREATMENT,CORNER,ORGANIC,MINERAL,ROCK,CWD,LITTER,LICHEN_SUM,SEEDLVASC_SUM,MOSS_SUM,FORB_SUM,DECID_TREE_SUM,DECID_SHRUB_SUM,DECID_TOTAL,GRAM_SUM,EVERGREEN_SHRUB,CONIFER_SUM,,Achilla,ALCR,ALVI,ALNUS,AUPA,AUTU,ARAL,BENE,BRAR,BRPL,BRPS,BRYUM,CECU,CENI,CEPE,CEPU,CERATODON,CHAN,CHCA,CLBE,CLBO,CLCE,CLDE,CLCH,CLGR,CLNI,CLRA,CLSQ,CLADONIA,COCA,DIAC,DIPO,DISC,DICRANIUM,ERVA,EQAR,EQSC,EQSY,EQUISETUM,HYSP,LEDE,LEGR,LEPU,LEDUM,LIPE,LUAR,LYAN,MAPO,MALA,MARCHANTIA,MEPA,MUMU,NEES,NEPE,NERE,NEPHROMA,OECU,OXOX,PEAP,PEFR,PENE,PENI,PETASITES,PELITIGERA,PIGL,PIME,PINUS,PLSC,POAA,POAR,POCO,POCU,POJO,POJU,POPA,POPI,POPR,POA,POSC,POST,POTR,POLYTRICHIUM,PTCR,PYSC,RHRU,ROAC,RUAR,RUBUS,RUCH,SAGL,SAPU,SA_4,SA_5,SA_6,SA_7,SA_8,SALIX,SPAN,SPBE,TIAU,VAAL,VACA,VAOV,VAUL,VAVI,VACCINIUM,UNK_MOSS,UNK_LICHEN,UNK_GRAM,UNK BACK,UNK MICRO,UNK FORB,UNK_CLADONIA,UNK_RUBUS
DALTON,65_1_TLS,65,1,SE,100,0,0,2,60,5,2,288,1,7,5,12,60,55,2,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,6,1,0,0,1,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,20,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,5,60,0,0,60,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5,0,0,0,0,30,0,30,3,0,0,0,0,0,0,0
DALTON,65_1_TLS,65,1,SW,100,0,0,10,40,3,3,224,28,2,5,7,0,63,5,,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,5,5,1,0,0,1,0,2,0,0,0,0,0,3,0,0,1,0,1,0,0,0,3,3,0,50,10,0,60,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,0,0,0,2,0,5,5,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
DALTON,65_1_TLS,65,1,NE,100,0,0,3,20,2,4,336,10,43,8,51,20,65,5,,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,20,0,1,3,4,0,10,0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,5,8,3,0,0,0,40,0,0,0,40,38,0,0,0,0,0,20,35,55,0,0,0,0,0,0,0,0
DALTON,64_1_TLS,64,1,SW,100,0,0,30,70,0,4,381,2,40,0,40,75,9,8,,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,4,4,0,0,6,0,6,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,8,0,0,75,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,40,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0
DALTON,64_1_TLS,64,1,SE,100,0,0,5,20,2,0,246,29,3,0,3,5,90,3,,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,1,2,0,0,5,0,5,0,0,0,0,0,0,0,70,0,70,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,3,3,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,20,0,0,0,0,0,0,0,0
DALTON,64_1_TLS,64,1,NE,100,0,0,0,20,4,10,181,2,42,0,42,15,25,10,,0,30,0,30,5,0,0,2,0,0,0,0,3,0,0,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,8,10,0,2,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,15,0,25,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0
DALTON,64_1_TLS,64,1,NEW,100,0,0,0,30,42,8,246,15,5,12,17,0,19,20,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,10,5,0,0,0,0,1,1,0,0,0,0,2,0,0,15,0,15,0,0,0,8,8,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,20,20,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,2,12,0,0,0,0,6,10,16,0,40,0,0,0,0,0,0
DALTON,50_TLS_1,50,1,NW,100,0,0,80,20,1,10,135,6,21,0,21,30,0,0,,0,1,0,1,0,0,0,10,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
DALTON,50_TLS_1,50,1,SW,100,0,0,70,40,1,0,245,2,36,2,38,60,0,4,,0,2,0,2,3,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,60,0,0,0,0,0,0,0,60,0,20,0,20,0,0,0,1,0,2,2,0,0,9,15,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DALTON,50_TLS_1,50,1,NE,100,0,0,3,30,1,4,284,28,13,0,13,70,40,0,,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,5,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,20,70,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,40,40,1,0,0,0,0,0,0,0
DALTON,50_TLS_1,50,1,SE,100,0,0,20,30,10,8,182,0,27,0,27,10,1,5,,0,0,0,0,26,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,5,0,25,0,25,0,0,0,0,0,0,0,0,0,0,20,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
